year,week,channel,metric_name,value,metric
2024.0,1.0,CB,Revenue,9287.52,CB Revenue
2024.0,1.0,CB,Commisson,5255.39,CB Commisson
2024.0,1.0,CB,Earning,2693.69,CB Earning
2024.0,1.0,CB,COGS + S&H,651.6,CB COGS + S&H
2024.0,1.0,CB,Net Income,2042.09,CB Net Income
2024.0,1.0,BG,Revenue,411.05,BG Revenue
2024.0,1.0,BG,Commisson,213.53,BG Commisson
2024.0,1.0,BG,Earning,115.31,BG Earning
2024.0,1.0,BG,COGS + S&H,66.75,BG COGS + S&H
2024.0,1.0,BG,Net Income,48.56,BG Net Income
2024.0,1.0,DS,Revenue,2565.79,DS Revenue
2024.0,1.0,DS,Commisson,1381.22,DS Commisson
2024.0,1.0,DS,Earning,859.04,DS Earning
2024.0,1.0,DS,COGS + S&H,438.6,DS COGS + S&H
2024.0,1.0,DS,Net Income,420.44,DS Net Income
2024.0,1.0,Total,Net Income,2511.09,Total Net Income
2024.0,1.0,CB,Revenue,,CB Revenue
2024.0,1.0,CB,Commisson,,CB Commisson
2024.0,1.0,CB,Earning,,CB Earning
2024.0,1.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,1.0,CB,Net Income,,CB Net Income
2024.0,1.0,BG,Revenue,,BG Revenue
2024.0,1.0,BG,Commisson,,BG Commisson
2024.0,1.0,BG,Earning,,BG Earning
2024.0,1.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,1.0,BG,Net Income,,BG Net Income
2024.0,1.0,DS,Revenue,,DS Revenue
2024.0,1.0,DS,Commisson,,DS Commisson
2024.0,1.0,DS,Earning,,DS Earning
2024.0,1.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,1.0,DS,Net Income,,DS Net Income
2024.0,1.0,Total,Net Income,,Total Net Income
2024.0,2.0,CB,Revenue,6086.29,CB Revenue
2024.0,2.0,CB,Commisson,3174.99,CB Commisson
2024.0,2.0,CB,Earning,2032.52,CB Earning
2024.0,2.0,CB,COGS + S&H,389.1,CB COGS + S&H
2024.0,2.0,CB,Net Income,1643.42,CB Net Income
2024.0,2.0,BG,Revenue,889.97,BG Revenue
2024.0,2.0,BG,Commisson,536.32,BG Commisson
2024.0,2.0,BG,Earning,175.66,BG Earning
2024.0,2.0,BG,COGS + S&H,138.75,BG COGS + S&H
2024.0,2.0,BG,Net Income,36.91,BG Net Income
2024.0,2.0,DS,Revenue,497.98,DS Revenue
2024.0,2.0,DS,Commisson,271.62,DS Commisson
2024.0,2.0,DS,Earning,152.02,DS Earning
2024.0,2.0,DS,COGS + S&H,81.75,DS COGS + S&H
2024.0,2.0,DS,Net Income,70.27,DS Net Income
2024.0,2.0,Total,Net Income,1750.6,Total Net Income
2024.0,2.0,CB,Revenue,,CB Revenue
2024.0,2.0,CB,Commisson,,CB Commisson
2024.0,2.0,CB,Earning,,CB Earning
2024.0,2.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,2.0,CB,Net Income,,CB Net Income
2024.0,2.0,BG,Revenue,,BG Revenue
2024.0,2.0,BG,Commisson,,BG Commisson
2024.0,2.0,BG,Earning,,BG Earning
2024.0,2.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,2.0,BG,Net Income,,BG Net Income
2024.0,2.0,DS,Revenue,,DS Revenue
2024.0,2.0,DS,Commisson,,DS Commisson
2024.0,2.0,DS,Earning,,DS Earning
2024.0,2.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,2.0,DS,Net Income,,DS Net Income
2024.0,2.0,Total,Net Income,,Total Net Income
2024.0,3.0,CB,Revenue,16280.95,CB Revenue
2024.0,3.0,CB,Commisson,8822.93,CB Commisson
2024.0,3.0,CB,Earning,4809.27,CB Earning
2024.0,3.0,CB,COGS + S&H,1224.45,CB COGS + S&H
2024.0,3.0,CB,Net Income,3584.82,CB Net Income
2024.0,3.0,BG,Revenue,1175.57,BG Revenue
2024.0,3.0,BG,Commisson,657.92,BG Commisson
2024.0,3.0,BG,Earning,282.54,BG Earning
2024.0,3.0,BG,COGS + S&H,185.25,BG COGS + S&H
2024.0,3.0,BG,Net Income,97.29,BG Net Income
2024.0,3.0,DS,Revenue,822.84,DS Revenue
2024.0,3.0,DS,Commisson,454.27,DS Commisson
2024.0,3.0,DS,Earning,256.73,DS Earning
2024.0,3.0,DS,COGS + S&H,139.5,DS COGS + S&H
2024.0,3.0,DS,Net Income,117.23,DS Net Income
2024.0,3.0,Total,Net Income,3799.34,Total Net Income
2024.0,3.0,CB,Revenue,,CB Revenue
2024.0,3.0,CB,Commisson,,CB Commisson
2024.0,3.0,CB,Earning,,CB Earning
2024.0,3.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,3.0,CB,Net Income,,CB Net Income
2024.0,3.0,BG,Revenue,,BG Revenue
2024.0,3.0,BG,Commisson,,BG Commisson
2024.0,3.0,BG,Earning,,BG Earning
2024.0,3.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,3.0,BG,Net Income,,BG Net Income
2024.0,3.0,DS,Revenue,,DS Revenue
2024.0,3.0,DS,Commisson,,DS Commisson
2024.0,3.0,DS,Earning,,DS Earning
2024.0,3.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,3.0,DS,Net Income,,DS Net Income
2024.0,3.0,Total,Net Income,,Total Net Income
2024.0,4.0,CB,Revenue,11092.09,CB Revenue
2024.0,4.0,CB,Commisson,5745.14,CB Commisson
2024.0,4.0,CB,Earning,3605.09,CB Earning
2024.0,4.0,CB,COGS + S&H,800.85,CB COGS + S&H
2024.0,4.0,CB,Net Income,2804.24,CB Net Income
2024.0,4.0,BG,Revenue,261.98,BG Revenue
2024.0,4.0,BG,Commisson,162.55,BG Commisson
2024.0,4.0,BG,Earning,47.03,BG Earning
2024.0,4.0,BG,COGS + S&H,40.5,BG COGS + S&H
2024.0,4.0,BG,Net Income,6.53,BG Net Income
2024.0,4.0,DS,Revenue,2537.56,DS Revenue
2024.0,4.0,DS,Commisson,1428.43,DS Commisson
2024.0,4.0,DS,Earning,785.07,DS Earning
2024.0,4.0,DS,COGS + S&H,500.85,DS COGS + S&H
2024.0,4.0,DS,Net Income,284.22,DS Net Income
2024.0,4.0,Total,Net Income,3094.99,Total Net Income
2024.0,4.0,CB,Revenue,,CB Revenue
2024.0,4.0,CB,Commisson,,CB Commisson
2024.0,4.0,CB,Earning,,CB Earning
2024.0,4.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,4.0,CB,Net Income,,CB Net Income
2024.0,4.0,BG,Revenue,,BG Revenue
2024.0,4.0,BG,Commisson,,BG Commisson
2024.0,4.0,BG,Earning,,BG Earning
2024.0,4.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,4.0,BG,Net Income,,BG Net Income
2024.0,4.0,DS,Revenue,,DS Revenue
2024.0,4.0,DS,Commisson,,DS Commisson
2024.0,4.0,DS,Earning,,DS Earning
2024.0,4.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,4.0,DS,Net Income,,DS Net Income
2024.0,4.0,Total,Net Income,,Total Net Income
2024.0,5.0,CB,Revenue,8027.06,CB Revenue
2024.0,5.0,CB,Commisson,4010.97,CB Commisson
2024.0,5.0,CB,Earning,2628.79,CB Earning
2024.0,5.0,CB,COGS + S&H,417.9,CB COGS + S&H
2024.0,5.0,CB,Net Income,2210.89,CB Net Income
2024.0,5.0,BG,Revenue,4167.59,BG Revenue
2024.0,5.0,BG,Commisson,1964.56,BG Commisson
2024.0,5.0,BG,Earning,1369.51,BG Earning
2024.0,5.0,BG,COGS + S&H,704.2,BG COGS + S&H
2024.0,5.0,BG,Net Income,665.31,BG Net Income
2024.0,5.0,DS,Revenue,2550.72,DS Revenue
2024.0,5.0,DS,Commisson,1396.6,DS Commisson
2024.0,5.0,DS,Earning,845.81,DS Earning
2024.0,5.0,DS,COGS + S&H,417.75,DS COGS + S&H
2024.0,5.0,DS,Net Income,428.06,DS Net Income
2024.0,5.0,Total,Net Income,3304.26,Total Net Income
2024.0,5.0,CB,Revenue,,CB Revenue
2024.0,5.0,CB,Commisson,,CB Commisson
2024.0,5.0,CB,Earning,,CB Earning
2024.0,5.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,5.0,CB,Net Income,,CB Net Income
2024.0,5.0,BG,Revenue,,BG Revenue
2024.0,5.0,BG,Commisson,,BG Commisson
2024.0,5.0,BG,Earning,,BG Earning
2024.0,5.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,5.0,BG,Net Income,,BG Net Income
2024.0,5.0,DS,Revenue,,DS Revenue
2024.0,5.0,DS,Commisson,,DS Commisson
2024.0,5.0,DS,Earning,,DS Earning
2024.0,5.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,5.0,DS,Net Income,,DS Net Income
2024.0,5.0,Total,Net Income,,Total Net Income
2024.0,6.0,CB,Revenue,12215.54,CB Revenue
2024.0,6.0,CB,Commisson,6121.22,CB Commisson
2024.0,6.0,CB,Earning,4101.08,CB Earning
2024.0,6.0,CB,COGS + S&H,1092.45,CB COGS + S&H
2024.0,6.0,CB,Net Income,3008.63,CB Net Income
2024.0,6.0,BG,Revenue,2230.47,BG Revenue
2024.0,6.0,BG,Commisson,1203.15,BG Commisson
2024.0,6.0,BG,Earning,581.23,BG Earning
2024.0,6.0,BG,COGS + S&H,405.6,BG COGS + S&H
2024.0,6.0,BG,Net Income,175.63,BG Net Income
2024.0,6.0,DS,Revenue,-244.78,DS Revenue
2024.0,6.0,DS,Commisson,-147.53,DS Commisson
2024.0,6.0,DS,Earning,-70.13,DS Earning
2024.0,6.0,DS,COGS + S&H,25.5,DS COGS + S&H
2024.0,6.0,DS,Net Income,-95.63,DS Net Income
2024.0,6.0,Total,Net Income,3088.63,Total Net Income
2024.0,6.0,CB,Revenue,,CB Revenue
2024.0,6.0,CB,Commisson,,CB Commisson
2024.0,6.0,CB,Earning,,CB Earning
2024.0,6.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,6.0,CB,Net Income,,CB Net Income
2024.0,6.0,BG,Revenue,,BG Revenue
2024.0,6.0,BG,Commisson,,BG Commisson
2024.0,6.0,BG,Earning,,BG Earning
2024.0,6.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,6.0,BG,Net Income,,BG Net Income
2024.0,6.0,DS,Revenue,,DS Revenue
2024.0,6.0,DS,Commisson,,DS Commisson
2024.0,6.0,DS,Earning,,DS Earning
2024.0,6.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,6.0,DS,Net Income,,DS Net Income
2024.0,6.0,Total,Net Income,,Total Net Income
2024.0,7.0,CB,Revenue,10358.14,CB Revenue
2024.0,7.0,CB,Commisson,5234.95,CB Commisson
2024.0,7.0,CB,Earning,3485.22,CB Earning
2024.0,7.0,CB,COGS + S&H,992.25,CB COGS + S&H
2024.0,7.0,CB,Net Income,2492.97,CB Net Income
2024.0,7.0,BG,Revenue,3013.35,BG Revenue
2024.0,7.0,BG,Commisson,1324.71,BG Commisson
2024.0,7.0,BG,Earning,1085.97,BG Earning
2024.0,7.0,BG,COGS + S&H,540.17,BG COGS + S&H
2024.0,7.0,BG,Net Income,545.8,BG Net Income
2024.0,7.0,DS,Revenue,1721.14,DS Revenue
2024.0,7.0,DS,Commisson,801.41,DS Commisson
2024.0,7.0,DS,Earning,711.57,DS Earning
2024.0,7.0,DS,COGS + S&H,359.1,DS COGS + S&H
2024.0,7.0,DS,Net Income,352.47,DS Net Income
2024.0,7.0,Total,Net Income,3391.24,Total Net Income
2024.0,7.0,CB,Revenue,,CB Revenue
2024.0,7.0,CB,Commisson,,CB Commisson
2024.0,7.0,CB,Earning,,CB Earning
2024.0,7.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,7.0,CB,Net Income,,CB Net Income
2024.0,7.0,BG,Revenue,,BG Revenue
2024.0,7.0,BG,Commisson,,BG Commisson
2024.0,7.0,BG,Earning,,BG Earning
2024.0,7.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,7.0,BG,Net Income,,BG Net Income
2024.0,7.0,DS,Revenue,,DS Revenue
2024.0,7.0,DS,Commisson,,DS Commisson
2024.0,7.0,DS,Earning,,DS Earning
2024.0,7.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,7.0,DS,Net Income,,DS Net Income
2024.0,7.0,Total,Net Income,,Total Net Income
2024.0,8.0,CB,Revenue,12441.6,CB Revenue
2024.0,8.0,CB,Commisson,6611.24,CB Commisson
2024.0,8.0,CB,Earning,3908.12,CB Earning
2024.0,8.0,CB,COGS + S&H,954.0,CB COGS + S&H
2024.0,8.0,CB,Net Income,2954.12,CB Net Income
2024.0,8.0,BG,Revenue,2588.61,BG Revenue
2024.0,8.0,BG,Commisson,1641.97,BG Commisson
2024.0,8.0,BG,Earning,428.92,BG Earning
2024.0,8.0,BG,COGS + S&H,477.85,BG COGS + S&H
2024.0,8.0,BG,Net Income,-48.93,BG Net Income
2024.0,8.0,DS,Revenue,254.81,DS Revenue
2024.0,8.0,DS,Commisson,125.74,DS Commisson
2024.0,8.0,DS,Earning,81.11,DS Earning
2024.0,8.0,DS,COGS + S&H,123.75,DS COGS + S&H
2024.0,8.0,DS,Net Income,-42.64,DS Net Income
2024.0,8.0,Total,Net Income,2862.55,Total Net Income
2024.0,8.0,CB,Revenue,,CB Revenue
2024.0,8.0,CB,Commisson,,CB Commisson
2024.0,8.0,CB,Earning,,CB Earning
2024.0,8.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,8.0,CB,Net Income,,CB Net Income
2024.0,8.0,BG,Revenue,,BG Revenue
2024.0,8.0,BG,Commisson,,BG Commisson
2024.0,8.0,BG,Earning,,BG Earning
2024.0,8.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,8.0,BG,Net Income,,BG Net Income
2024.0,8.0,DS,Revenue,,DS Revenue
2024.0,8.0,DS,Commisson,,DS Commisson
2024.0,8.0,DS,Earning,,DS Earning
2024.0,8.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,8.0,DS,Net Income,,DS Net Income
2024.0,8.0,Total,Net Income,,Total Net Income
2024.0,9.0,CB,Revenue,7358.17,CB Revenue
2024.0,9.0,CB,Commisson,4392.85,CB Commisson
2024.0,9.0,CB,Earning,1748.59,CB Earning
2024.0,9.0,CB,COGS + S&H,636.45,CB COGS + S&H
2024.0,9.0,CB,Net Income,1112.14,CB Net Income
2024.0,9.0,BG,Revenue,1757.99,BG Revenue
2024.0,9.0,BG,Commisson,982.71,BG Commisson
2024.0,9.0,BG,Earning,423.68,BG Earning
2024.0,9.0,BG,COGS + S&H,334.5,BG COGS + S&H
2024.0,9.0,BG,Net Income,89.18,BG Net Income
2024.0,9.0,DS,Revenue,1852.19,DS Revenue
2024.0,9.0,DS,Commisson,616.35,DS Commisson
2024.0,9.0,DS,Earning,980.28,DS Earning
2024.0,9.0,DS,COGS + S&H,354.9,DS COGS + S&H
2024.0,9.0,DS,Net Income,625.38,DS Net Income
2024.0,9.0,Total,Net Income,1826.7,Total Net Income
2024.0,9.0,CB,Revenue,,CB Revenue
2024.0,9.0,CB,Commisson,,CB Commisson
2024.0,9.0,CB,Earning,,CB Earning
2024.0,9.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,9.0,CB,Net Income,,CB Net Income
2024.0,9.0,BG,Revenue,,BG Revenue
2024.0,9.0,BG,Commisson,,BG Commisson
2024.0,9.0,BG,Earning,,BG Earning
2024.0,9.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,9.0,BG,Net Income,,BG Net Income
2024.0,9.0,DS,Revenue,,DS Revenue
2024.0,9.0,DS,Commisson,,DS Commisson
2024.0,9.0,DS,Earning,,DS Earning
2024.0,9.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,9.0,DS,Net Income,,DS Net Income
2024.0,9.0,Total,Net Income,,Total Net Income
2024.0,10.0,CB,Revenue,20060.49,CB Revenue
2024.0,10.0,CB,Commisson,11412.65,CB Commisson
2024.0,10.0,CB,Earning,5680.45,CB Earning
2024.0,10.0,CB,COGS + S&H,1428.15,CB COGS + S&H
2024.0,10.0,CB,Net Income,4252.3,CB Net Income
2024.0,10.0,BG,Revenue,2090.29,BG Revenue
2024.0,10.0,BG,Commisson,1126.65,BG Commisson
2024.0,10.0,BG,Earning,545.58,BG Earning
2024.0,10.0,BG,COGS + S&H,432.87,BG COGS + S&H
2024.0,10.0,BG,Net Income,112.71,BG Net Income
2024.0,10.0,DS,Revenue,1582.23,DS Revenue
2024.0,10.0,DS,Commisson,745.7,DS Commisson
2024.0,10.0,DS,Earning,684.22,DS Earning
2024.0,10.0,DS,COGS + S&H,275.05,DS COGS + S&H
2024.0,10.0,DS,Net Income,409.17,DS Net Income
2024.0,10.0,Total,Net Income,4774.18,Total Net Income
2024.0,10.0,CB,Revenue,,CB Revenue
2024.0,10.0,CB,Commisson,,CB Commisson
2024.0,10.0,CB,Earning,,CB Earning
2024.0,10.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,10.0,CB,Net Income,,CB Net Income
2024.0,10.0,BG,Revenue,,BG Revenue
2024.0,10.0,BG,Commisson,,BG Commisson
2024.0,10.0,BG,Earning,,BG Earning
2024.0,10.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,10.0,BG,Net Income,,BG Net Income
2024.0,10.0,DS,Revenue,,DS Revenue
2024.0,10.0,DS,Commisson,,DS Commisson
2024.0,10.0,DS,Earning,,DS Earning
2024.0,10.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,10.0,DS,Net Income,,DS Net Income
2024.0,10.0,Total,Net Income,,Total Net Income
2024.0,11.0,CB,Revenue,8133.74,CB Revenue
2024.0,11.0,CB,Commisson,4114.2,CB Commisson
2024.0,11.0,CB,Earning,2619.68,CB Earning
2024.0,11.0,CB,COGS + S&H,776.7,CB COGS + S&H
2024.0,11.0,CB,Net Income,1842.98,CB Net Income
2024.0,11.0,BG,Revenue,1561.72,BG Revenue
2024.0,11.0,BG,Commisson,917.94,BG Commisson
2024.0,11.0,BG,Earning,331.44,BG Earning
2024.0,11.0,BG,COGS + S&H,270.75,BG COGS + S&H
2024.0,11.0,BG,Net Income,60.69,BG Net Income
2024.0,11.0,DS,Revenue,630.85,DS Revenue
2024.0,11.0,DS,Commisson,220.44,DS Commisson
2024.0,11.0,DS,Earning,325.7,DS Earning
2024.0,11.0,DS,COGS + S&H,116.9,DS COGS + S&H
2024.0,11.0,DS,Net Income,208.8,DS Net Income
2024.0,11.0,Total,Net Income,2112.47,Total Net Income
2024.0,11.0,CB,Revenue,,CB Revenue
2024.0,11.0,CB,Commisson,,CB Commisson
2024.0,11.0,CB,Earning,,CB Earning
2024.0,11.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,11.0,CB,Net Income,,CB Net Income
2024.0,11.0,BG,Revenue,,BG Revenue
2024.0,11.0,BG,Commisson,,BG Commisson
2024.0,11.0,BG,Earning,,BG Earning
2024.0,11.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,11.0,BG,Net Income,,BG Net Income
2024.0,11.0,DS,Revenue,,DS Revenue
2024.0,11.0,DS,Commisson,,DS Commisson
2024.0,11.0,DS,Earning,,DS Earning
2024.0,11.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,11.0,DS,Net Income,,DS Net Income
2024.0,11.0,Total,Net Income,,Total Net Income
2024.0,12.0,CB,Revenue,10948.92,CB Revenue
2024.0,12.0,CB,Commisson,5964.56,CB Commisson
2024.0,12.0,CB,Earning,3096.23,CB Earning
2024.0,12.0,CB,COGS + S&H,852.9,CB COGS + S&H
2024.0,12.0,CB,Net Income,2243.33,CB Net Income
2024.0,12.0,BG,Revenue,1690.39,BG Revenue
2024.0,12.0,BG,Commisson,867.8,BG Commisson
2024.0,12.0,BG,Earning,484.51,BG Earning
2024.0,12.0,BG,COGS + S&H,329.0,BG COGS + S&H
2024.0,12.0,BG,Net Income,155.51,BG Net Income
2024.0,12.0,DS,Revenue,180.72,DS Revenue
2024.0,12.0,DS,Commisson,103.47,DS Commisson
2024.0,12.0,DS,Earning,66.25,DS Earning
2024.0,12.0,DS,COGS + S&H,42.35,DS COGS + S&H
2024.0,12.0,DS,Net Income,23.9,DS Net Income
2024.0,12.0,Total,Net Income,2422.74,Total Net Income
2024.0,12.0,CB,Revenue,,CB Revenue
2024.0,12.0,CB,Commisson,,CB Commisson
2024.0,12.0,CB,Earning,,CB Earning
2024.0,12.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,12.0,CB,Net Income,,CB Net Income
2024.0,12.0,BG,Revenue,,BG Revenue
2024.0,12.0,BG,Commisson,,BG Commisson
2024.0,12.0,BG,Earning,,BG Earning
2024.0,12.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,12.0,BG,Net Income,,BG Net Income
2024.0,12.0,DS,Revenue,,DS Revenue
2024.0,12.0,DS,Commisson,,DS Commisson
2024.0,12.0,DS,Earning,,DS Earning
2024.0,12.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,12.0,DS,Net Income,,DS Net Income
2024.0,12.0,Total,Net Income,,Total Net Income
2024.0,13.0,CB,Revenue,3500.66,CB Revenue
2024.0,13.0,CB,Commisson,2088.22,CB Commisson
2024.0,13.0,CB,Earning,897.23,CB Earning
2024.0,13.0,CB,COGS + S&H,329.1,CB COGS + S&H
2024.0,13.0,CB,Net Income,568.13,CB Net Income
2024.0,13.0,BG,Revenue,1229.34,BG Revenue
2024.0,13.0,BG,Commisson,870.8,BG Commisson
2024.0,13.0,BG,Earning,112.67,BG Earning
2024.0,13.0,BG,COGS + S&H,233.1,BG COGS + S&H
2024.0,13.0,BG,Net Income,-120.43,BG Net Income
2024.0,13.0,DS,Revenue,486.72,DS Revenue
2024.0,13.0,DS,Commisson,288.56,DS Commisson
2024.0,13.0,DS,Earning,138.99,DS Earning
2024.0,13.0,DS,COGS + S&H,84.7,DS COGS + S&H
2024.0,13.0,DS,Net Income,54.29,DS Net Income
2024.0,13.0,Total,Net Income,501.99,Total Net Income
2024.0,13.0,CB,Revenue,,CB Revenue
2024.0,13.0,CB,Commisson,,CB Commisson
2024.0,13.0,CB,Earning,,CB Earning
2024.0,13.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,13.0,CB,Net Income,,CB Net Income
2024.0,13.0,BG,Revenue,,BG Revenue
2024.0,13.0,BG,Commisson,,BG Commisson
2024.0,13.0,BG,Earning,,BG Earning
2024.0,13.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,13.0,BG,Net Income,,BG Net Income
2024.0,13.0,DS,Revenue,,DS Revenue
2024.0,13.0,DS,Commisson,,DS Commisson
2024.0,13.0,DS,Earning,,DS Earning
2024.0,13.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,13.0,DS,Net Income,,DS Net Income
2024.0,13.0,Total,Net Income,,Total Net Income
2024.0,14.0,CB,Revenue,6645.84,CB Revenue
2024.0,14.0,CB,Commisson,3716.37,CB Commisson
2024.0,14.0,CB,Earning,1895.24,CB Earning
2024.0,14.0,CB,COGS + S&H,750.6,CB COGS + S&H
2024.0,14.0,CB,Net Income,1144.64,CB Net Income
2024.0,14.0,BG,Revenue,1088.97,BG Revenue
2024.0,14.0,BG,Commisson,587.05,BG Commisson
2024.0,14.0,BG,Earning,284.13,BG Earning
2024.0,14.0,BG,COGS + S&H,164.5,BG COGS + S&H
2024.0,14.0,BG,Net Income,119.63,BG Net Income
2024.0,14.0,DS,Revenue,787.62,DS Revenue
2024.0,14.0,DS,Commisson,414.21,DS Commisson
2024.0,14.0,DS,Earning,267.53,DS Earning
2024.0,14.0,DS,COGS + S&H,175.35,DS COGS + S&H
2024.0,14.0,DS,Net Income,92.18,DS Net Income
2024.0,14.0,Total,Net Income,1356.45,Total Net Income
2024.0,14.0,CB,Revenue,,CB Revenue
2024.0,14.0,CB,Commisson,,CB Commisson
2024.0,14.0,CB,Earning,,CB Earning
2024.0,14.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,14.0,CB,Net Income,,CB Net Income
2024.0,14.0,BG,Revenue,,BG Revenue
2024.0,14.0,BG,Commisson,,BG Commisson
2024.0,14.0,BG,Earning,,BG Earning
2024.0,14.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,14.0,BG,Net Income,,BG Net Income
2024.0,14.0,DS,Revenue,,DS Revenue
2024.0,14.0,DS,Commisson,,DS Commisson
2024.0,14.0,DS,Earning,,DS Earning
2024.0,14.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,14.0,DS,Net Income,,DS Net Income
2024.0,14.0,Total,Net Income,,Total Net Income
2024.0,15.0,CB,Revenue,8623.95,CB Revenue
2024.0,15.0,CB,Commisson,4881.56,CB Commisson
2024.0,15.0,CB,Earning,2296.43,CB Earning
2024.0,15.0,CB,COGS + S&H,588.3,CB COGS + S&H
2024.0,15.0,CB,Net Income,1708.13,CB Net Income
2024.0,15.0,BG,Revenue,620.65,BG Revenue
2024.0,15.0,BG,Commisson,310.31,BG Commisson
2024.0,15.0,BG,Earning,186.21,BG Earning
2024.0,15.0,BG,COGS + S&H,111.3,BG COGS + S&H
2024.0,15.0,BG,Net Income,74.91,BG Net Income
2024.0,15.0,DS,Revenue,2177.04,DS Revenue
2024.0,15.0,DS,Commisson,1208.42,DS Commisson
2024.0,15.0,DS,Earning,686.55,DS Earning
2024.0,15.0,DS,COGS + S&H,381.55,DS COGS + S&H
2024.0,15.0,DS,Net Income,305.0,DS Net Income
2024.0,15.0,Total,Net Income,2088.04,Total Net Income
2024.0,15.0,CB,Revenue,,CB Revenue
2024.0,15.0,CB,Commisson,,CB Commisson
2024.0,15.0,CB,Earning,,CB Earning
2024.0,15.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,15.0,CB,Net Income,,CB Net Income
2024.0,15.0,BG,Revenue,,BG Revenue
2024.0,15.0,BG,Commisson,,BG Commisson
2024.0,15.0,BG,Earning,,BG Earning
2024.0,15.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,15.0,BG,Net Income,,BG Net Income
2024.0,15.0,DS,Revenue,,DS Revenue
2024.0,15.0,DS,Commisson,,DS Commisson
2024.0,15.0,DS,Earning,,DS Earning
2024.0,15.0,DS,COGS + S&H,,DS COGS + S&H
2024.0,15.0,DS,Net Income,,DS Net Income
2024.0,15.0,Total,Net Income,,Total Net Income
2024.0,16.0,CB,Revenue,-861.34,CB Revenue
2024.0,16.0,CB,Commisson,-503.19,CB Commisson
2024.0,16.0,CB,Earning,-183.73,CB Earning
2024.0,16.0,CB,COGS + S&H,281.25,CB COGS + S&H
2024.0,16.0,CB,Net Income,-464.98,CB Net Income
2024.0,16.0,BG,Revenue,743.91,BG Revenue
2024.0,16.0,BG,Commisson,408.78,BG Commisson
2024.0,16.0,BG,Earning,186.35,BG Earning
2024.0,16.0,BG,COGS + S&H,127.5,BG COGS + S&H
2024.0,16.0,BG,Net Income,58.85,BG Net Income
2024.0,16.0,DS,Revenue,9286.84,DS Revenue
2024.0,16.0,DS,Commisson,5171.36,DS Commisson
2024.0,16.0,DS,Earning,2971.79,DS Earning
2024.0,16.0,DS,COGS + S&H,1817.1,DS COGS + S&H
2024.0,16.0,DS,Net Income,1154.69,DS Net Income
2024.0,16.0,Total,Net Income,748.56,Total Net Income
2024.0,16.0,CB,Revenue,,CB Revenue
2024.0,16.0,CB,Commisson,,CB Commisson
2024.0,16.0,CB,Earning,,CB Earning
2024.0,16.0,CB,COGS + S&H,,CB COGS + S&H
2024.0,16.0,CB,Net Income,,CB Net Income
2024.0,16.0,BG,Revenue,,BG Revenue
2024.0,16.0,BG,Commisson,,BG Commisson
2024.0,16.0,BG,Earning,,BG Earning
2024.0,16.0,BG,COGS + S&H,,BG COGS + S&H
2024.0,16.0,BG,Net Income,,BG Net Income
2024.0,16.0,DS,Revenue,,DS Revenue
2024.0,16.0,DS,Commisson,,DS Commisson
