year,week,channel,metric_name,value,metric
2025.0,22.0,BG,Earning,,BG Earning
2025.0,22.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,22.0,BG,Net Income,,BG Net Income
2025.0,22.0,DS,Revenue,,DS Revenue
2025.0,22.0,DS,Commisson,,DS Commisson
2025.0,22.0,DS,Earning,,DS Earning
2025.0,22.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,22.0,DS,Net Income,,DS Net Income
2025.0,22.0,Total,Net Income,,Total Net Income
2025.0,22.0,CB,Revenue,17042.37,CB Revenue
2025.0,22.0,CB,Commisson,9106.28,CB Commisson
2025.0,22.0,CB,Earning,5267.54,CB Earning
2025.0,22.0,CB,COGS + S&H,1115.4,CB COGS + S&H
2025.0,22.0,CB,Net Income,4152.14,CB Net Income
2025.0,22.0,BG,Revenue,2645.86,BG Revenue
2025.0,22.0,BG,Commisson,1267.58,BG Commisson
2025.0,22.0,BG,Earning,849.11,BG Earning
2025.0,22.0,BG,COGS + S&H,450.44,BG COGS + S&H
2025.0,22.0,BG,Net Income,398.67,BG Net Income
2025.0,22.0,DS,Revenue,381.82,DS Revenue
2025.0,22.0,DS,Commisson,213.16,DS Commisson
2025.0,22.0,DS,Earning,124.67,DS Earning
2025.0,22.0,DS,COGS + S&H,68.95,DS COGS + S&H
2025.0,22.0,DS,Net Income,55.72,DS Net Income
2025.0,22.0,Total,Net Income,4606.53,Total Net Income
2025.0,23.0,CB,Revenue,,CB Revenue
2025.0,23.0,CB,Commisson,,CB Commisson
2025.0,23.0,CB,Earning,,CB Earning
2025.0,23.0,CB,COGS + S&H,,CB COGS + S&H
2025.0,23.0,CB,Net Income,,CB Net Income
2025.0,23.0,BG,Revenue,,BG Revenue
2025.0,23.0,BG,Commisson,,BG Commisson
2025.0,23.0,BG,Earning,,BG Earning
2025.0,23.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,23.0,BG,Net Income,,BG Net Income
2025.0,23.0,DS,Revenue,,DS Revenue
2025.0,23.0,DS,Commisson,,DS Commisson
2025.0,23.0,DS,Earning,,DS Earning
2025.0,23.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,23.0,DS,Net Income,,DS Net Income
2025.0,23.0,Total,Net Income,,Total Net Income
2025.0,23.0,CB,Revenue,29828.87,CB Revenue
2025.0,23.0,CB,Commisson,16407.5,CB Commisson
2025.0,23.0,CB,Earning,9041.2,CB Earning
2025.0,23.0,CB,COGS + S&H,1843.05,CB COGS + S&H
2025.0,23.0,CB,Net Income,7198.15,CB Net Income
2025.0,23.0,BG,Revenue,1356.82,BG Revenue
2025.0,23.0,BG,Commisson,690.63,BG Commisson
2025.0,23.0,BG,Earning,394.83,BG Earning
2025.0,23.0,BG,COGS + S&H,259.77,BG COGS + S&H
2025.0,23.0,BG,Net Income,135.06,BG Net Income
2025.0,23.0,DS,Revenue,925.0,DS Revenue
2025.0,23.0,DS,Commisson,503.06,DS Commisson
2025.0,23.0,DS,Earning,312.86,DS Earning
2025.0,23.0,DS,COGS + S&H,158.55,DS COGS + S&H
2025.0,23.0,DS,Net Income,154.31,DS Net Income
2025.0,23.0,Total,Net Income,7487.52,Total Net Income
2025.0,24.0,CB,Revenue,,CB Revenue
2025.0,24.0,CB,Commisson,,CB Commisson
2025.0,24.0,CB,Earning,,CB Earning
2025.0,24.0,CB,COGS + S&H,,CB COGS + S&H
2025.0,24.0,CB,Net Income,,CB Net Income
2025.0,24.0,BG,Revenue,,BG Revenue
2025.0,24.0,BG,Commisson,,BG Commisson
2025.0,24.0,BG,Earning,,BG Earning
2025.0,24.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,24.0,BG,Net Income,,BG Net Income
2025.0,24.0,DS,Revenue,,DS Revenue
2025.0,24.0,DS,Commisson,,DS Commisson
2025.0,24.0,DS,Earning,,DS Earning
2025.0,24.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,24.0,DS,Net Income,,DS Net Income
2025.0,24.0,Total,Net Income,,Total Net Income
2025.0,24.0,CB,Revenue,14601.71,CB Revenue
2025.0,24.0,CB,Commisson,7972.78,CB Commisson
2025.0,24.0,CB,Earning,4511.51,CB Earning
2025.0,24.0,CB,COGS + S&H,2066.25,CB COGS + S&H
2025.0,24.0,CB,Net Income,2445.26,CB Net Income
2025.0,24.0,BG,Revenue,3788.23,BG Revenue
2025.0,24.0,BG,Commisson,1658.12,BG Commisson
2025.0,24.0,BG,Earning,1372.46,BG Earning
2025.0,24.0,BG,COGS + S&H,709.85,BG COGS + S&H
2025.0,24.0,BG,Net Income,662.61,BG Net Income
2025.0,24.0,DS,Revenue,71.93,DS Revenue
2025.0,24.0,DS,Commisson,36.62,DS Commisson
2025.0,24.0,DS,Earning,22.69,DS Earning
2025.0,24.0,DS,COGS + S&H,16.1,DS COGS + S&H
2025.0,24.0,DS,Net Income,6.59,DS Net Income
2025.0,24.0,Total,Net Income,3114.46,Total Net Income
2025.0,25.0,CB,Revenue,,CB Revenue
2025.0,25.0,CB,Commisson,,CB Commisson
2025.0,25.0,CB,Earning,,CB Earning
2025.0,25.0,CB,COGS + S&H,,CB COGS + S&H
2025.0,25.0,CB,Net Income,,CB Net Income
2025.0,25.0,BG,Revenue,,BG Revenue
2025.0,25.0,BG,Commisson,,BG Commisson
2025.0,25.0,BG,Earning,,BG Earning
2025.0,25.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,25.0,BG,Net Income,,BG Net Income
2025.0,25.0,DS,Revenue,,DS Revenue
2025.0,25.0,DS,Commisson,,DS Commisson
2025.0,25.0,DS,Earning,,DS Earning
2025.0,25.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,25.0,DS,Net Income,,DS Net Income
2025.0,25.0,Total,Net Income,,Total Net Income
2025.0,25.0,CB,Revenue,11633.86,CB Revenue
2025.0,25.0,CB,Commisson,6189.47,CB Commisson
2025.0,25.0,CB,Earning,3588.04,CB Earning
2025.0,25.0,CB,COGS + S&H,1124.85,CB COGS + S&H
2025.0,25.0,CB,Net Income,2463.19,CB Net Income
2025.0,25.0,BG,Revenue,5044.27,BG Revenue
2025.0,25.0,BG,Commisson,2334.57,BG Commisson
2025.0,25.0,BG,Earning,1700.85,BG Earning
2025.0,25.0,BG,COGS + S&H,837.57,BG COGS + S&H
2025.0,25.0,BG,Net Income,863.28,BG Net Income
2025.0,25.0,DS,Revenue,588.08,DS Revenue
2025.0,25.0,DS,Commisson,307.96,DS Commisson
2025.0,25.0,DS,Earning,203.56,DS Earning
2025.0,25.0,DS,COGS + S&H,102.6,DS COGS + S&H
2025.0,25.0,DS,Net Income,100.96,DS Net Income
2025.0,25.0,Total,Net Income,3427.43,Total Net Income
2025.0,26.0,CB,Revenue,,CB Revenue
2025.0,26.0,CB,Commisson,,CB Commisson
2025.0,26.0,CB,Earning,,CB Earning
2025.0,26.0,CB,COGS + S&H,,CB COGS + S&H
2025.0,26.0,CB,Net Income,,CB Net Income
2025.0,26.0,BG,Revenue,,BG Revenue
2025.0,26.0,BG,Commisson,,BG Commisson
2025.0,26.0,BG,Earning,,BG Earning
2025.0,26.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,26.0,BG,Net Income,,BG Net Income
2025.0,26.0,DS,Revenue,,DS Revenue
2025.0,26.0,DS,Commisson,,DS Commisson
2025.0,26.0,DS,Earning,,DS Earning
2025.0,26.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,26.0,DS,Net Income,,DS Net Income
2025.0,26.0,Total,Net Income,,Total Net Income
2025.0,26.0,CB,Revenue,22248.0,CB Revenue
2025.0,26.0,CB,Commisson,11870.91,CB Commisson
2025.0,26.0,CB,Earning,7356.94,CB Earning
2025.0,26.0,CB,COGS + S&H,1366.8,CB COGS + S&H
2025.0,26.0,CB,Net Income,5990.14,CB Net Income
2025.0,26.0,BG,Revenue,2858.81,BG Revenue
2025.0,26.0,BG,Commisson,1302.46,BG Commisson
2025.0,26.0,BG,Earning,984.59,BG Earning
2025.0,26.0,BG,COGS + S&H,418.68,BG COGS + S&H
2025.0,26.0,BG,Net Income,565.91,BG Net Income
2025.0,26.0,DS,Revenue,1360.27,DS Revenue
2025.0,26.0,DS,Commisson,753.95,DS Commisson
2025.0,26.0,DS,Earning,442.57,DS Earning
2025.0,26.0,DS,COGS + S&H,243.6,DS COGS + S&H
2025.0,26.0,DS,Net Income,198.97,DS Net Income
2025.0,26.0,Total,Net Income,6755.02,Total Net Income
2025.0,27.0,CB,Revenue,,CB Revenue
2025.0,27.0,CB,Commisson,,CB Commisson
2025.0,27.0,CB,Earning,,CB Earning
2025.0,27.0,CB,COGS + S&H,,CB COGS + S&H
2025.0,27.0,CB,Net Income,,CB Net Income
2025.0,27.0,BG,Revenue,,BG Revenue
2025.0,27.0,BG,Commisson,,BG Commisson
2025.0,27.0,BG,Earning,,BG Earning
2025.0,27.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,27.0,BG,Net Income,,BG Net Income
2025.0,27.0,DS,Revenue,,DS Revenue
2025.0,27.0,DS,Commisson,,DS Commisson
2025.0,27.0,DS,Earning,,DS Earning
2025.0,27.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,27.0,DS,Net Income,,DS Net Income
2025.0,27.0,Total,Net Income,,Total Net Income
2025.0,27.0,CB,Revenue,12945.47,CB Revenue
2025.0,27.0,CB,Commisson,7545.58,CB Commisson
2025.0,27.0,CB,Earning,3665.98,CB Earning
2025.0,27.0,CB,COGS + S&H,1238.25,CB COGS + S&H
2025.0,27.0,CB,Net Income,2427.73,CB Net Income
2025.0,27.0,BG,Revenue,2724.27,BG Revenue
2025.0,27.0,BG,Commisson,1244.7,BG Commisson
2025.0,27.0,BG,Earning,934.72,BG Earning
2025.0,27.0,BG,COGS + S&H,488.65,BG COGS + S&H
2025.0,27.0,BG,Net Income,446.07,BG Net Income
2025.0,27.0,DS,Revenue,687.47,DS Revenue
2025.0,27.0,DS,Commisson,304.81,DS Commisson
2025.0,27.0,DS,Earning,307.85,DS Earning
2025.0,27.0,DS,COGS + S&H,122.15,DS COGS + S&H
2025.0,27.0,DS,Net Income,185.7,DS Net Income
2025.0,27.0,Total,Net Income,3059.5,Total Net Income
2025.0,28.0,CB,Revenue,,CB Revenue
2025.0,28.0,CB,Commisson,,CB Commisson
2025.0,28.0,CB,Earning,,CB Earning
2025.0,28.0,CB,COGS + S&H,,CB COGS + S&H
2025.0,28.0,CB,Net Income,,CB Net Income
2025.0,28.0,BG,Revenue,,BG Revenue
2025.0,28.0,BG,Commisson,,BG Commisson
2025.0,28.0,BG,Earning,,BG Earning
2025.0,28.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,28.0,BG,Net Income,,BG Net Income
2025.0,28.0,DS,Revenue,,DS Revenue
2025.0,28.0,DS,Commisson,,DS Commisson
2025.0,28.0,DS,Earning,,DS Earning
2025.0,28.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,28.0,DS,Net Income,,DS Net Income
2025.0,28.0,Total,Net Income,,Total Net Income
2025.0,28.0,CB,Revenue,10288.09,CB Revenue
2025.0,28.0,CB,Commisson,6000.9,CB Commisson
2025.0,28.0,CB,Earning,3028.95,CB Earning
2025.0,28.0,CB,COGS + S&H,1216.2,CB COGS + S&H
2025.0,28.0,CB,Net Income,1812.75,CB Net Income
2025.0,28.0,BG,Revenue,635.44,BG Revenue
2025.0,28.0,BG,Commisson,332.74,BG Commisson
2025.0,28.0,BG,Earning,175.61,BG Earning
2025.0,28.0,BG,COGS + S&H,111.47,BG COGS + S&H
2025.0,28.0,BG,Net Income,64.14,BG Net Income
2025.0,28.0,DS,Revenue,1459.85,DS Revenue
2025.0,28.0,DS,Commisson,817.64,DS Commisson
2025.0,28.0,DS,Earning,452.02,DS Earning
2025.0,28.0,DS,COGS + S&H,254.45,DS COGS + S&H
2025.0,28.0,DS,Net Income,197.57,DS Net Income
2025.0,28.0,Total,Net Income,2074.46,Total Net Income
2025.0,29.0,CB,Revenue,,CB Revenue
2025.0,29.0,CB,Commisson,,CB Commisson
2025.0,29.0,CB,Earning,,CB Earning
2025.0,29.0,CB,COGS + S&H,,CB COGS + S&H
2025.0,29.0,CB,Net Income,,CB Net Income
2025.0,29.0,BG,Revenue,,BG Revenue
2025.0,29.0,BG,Commisson,,BG Commisson
2025.0,29.0,BG,Earning,,BG Earning
2025.0,29.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,29.0,BG,Net Income,,BG Net Income
2025.0,29.0,DS,Revenue,,DS Revenue
2025.0,29.0,DS,Commisson,,DS Commisson
2025.0,29.0,DS,Earning,,DS Earning
2025.0,29.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,29.0,DS,Net Income,,DS Net Income
2025.0,29.0,Total,Net Income,,Total Net Income
2025.0,29.0,CB,Revenue,21357.45,CB Revenue
2025.0,29.0,CB,Commisson,12274.04,CB Commisson
2025.0,29.0,CB,Earning,6300.01,CB Earning
2025.0,29.0,CB,COGS + S&H,1981.65,CB COGS + S&H
2025.0,29.0,CB,Net Income,4318.36,CB Net Income
2025.0,29.0,BG,Revenue,1082.06,BG Revenue
2025.0,29.0,BG,Commisson,613.99,BG Commisson
2025.0,29.0,BG,Earning,251.66,BG Earning
2025.0,29.0,BG,COGS + S&H,179.97,BG COGS + S&H
2025.0,29.0,BG,Net Income,71.69,BG Net Income
2025.0,29.0,DS,Revenue,1091.18,DS Revenue
2025.0,29.0,DS,Commisson,504.89,DS Commisson
2025.0,29.0,DS,Earning,428.9,DS Earning
2025.0,29.0,DS,COGS + S&H,236.35,DS COGS + S&H
2025.0,29.0,DS,Net Income,192.55,DS Net Income
2025.0,29.0,Total,Net Income,4582.6,Total Net Income
2025.0,30.0,CB,Revenue,,CB Revenue
2025.0,30.0,CB,Commisson,,CB Commisson
2025.0,30.0,CB,Earning,,CB Earning
2025.0,30.0,CB,COGS + S&H,,CB COGS + S&H
2025.0,30.0,CB,Net Income,,CB Net Income
2025.0,30.0,BG,Revenue,,BG Revenue
2025.0,30.0,BG,Commisson,,BG Commisson
2025.0,30.0,BG,Earning,,BG Earning
2025.0,30.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,30.0,BG,Net Income,,BG Net Income
2025.0,30.0,DS,Revenue,,DS Revenue
2025.0,30.0,DS,Commisson,,DS Commisson
2025.0,30.0,DS,Earning,,DS Earning
2025.0,30.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,30.0,DS,Net Income,,DS Net Income
2025.0,30.0,Total,Net Income,,Total Net Income
2025.0,30.0,CB,Revenue,22213.78,CB Revenue
2025.0,30.0,CB,Commisson,0.0,CB Commisson
2025.0,30.0,CB,Earning,6815.25,CB Earning
2025.0,30.0,CB,COGS + S&H,1960.2,CB COGS + S&H
2025.0,30.0,CB,Net Income,4855.05,CB Net Income
2025.0,30.0,BG,Revenue,709.61,BG Revenue
2025.0,30.0,BG,Commisson,230.78,BG Commisson
2025.0,30.0,BG,Earning,336.91,BG Earning
2025.0,30.0,BG,COGS + S&H,137.55,BG COGS + S&H
2025.0,30.0,BG,Net Income,199.36,BG Net Income
2025.0,30.0,DS,Revenue,1874.58,DS Revenue
2025.0,30.0,DS,Commisson,1072.25,DS Commisson
2025.0,30.0,DS,Earning,612.61,DS Earning
2025.0,30.0,DS,COGS + S&H,339.5,DS COGS + S&H
2025.0,30.0,DS,Net Income,273.11,DS Net Income
2025.0,30.0,Total,Net Income,5327.52,Total Net Income
2025.0,31.0,CB,Revenue,,CB Revenue
2025.0,31.0,CB,Commisson,,CB Commisson
2025.0,31.0,CB,Earning,,CB Earning
2025.0,31.0,CB,COGS + S&H,,CB COGS + S&H
2025.0,31.0,CB,Net Income,,CB Net Income
2025.0,31.0,BG,Revenue,,BG Revenue
2025.0,31.0,BG,Commisson,,BG Commisson
2025.0,31.0,BG,Earning,,BG Earning
2025.0,31.0,BG,COGS + S&H,,BG COGS + S&H
2025.0,31.0,BG,Net Income,,BG Net Income
2025.0,31.0,DS,Revenue,,DS Revenue
2025.0,31.0,DS,Commisson,,DS Commisson
2025.0,31.0,DS,Earning,,DS Earning
2025.0,31.0,DS,COGS + S&H,,DS COGS + S&H
2025.0,31.0,DS,Net Income,,DS Net Income
2025.0,31.0,Total,Net Income,,Total Net Income
2025.0,31.0,CB,Revenue,20868.78,CB Revenue
2025.0,31.0,CB,Commisson,11822.74,CB Commisson
2025.0,31.0,CB,Earning,6011.11,CB Earning
2025.0,31.0,CB,COGS + S&H,1450.65,CB COGS + S&H
2025.0,31.0,CB,Net Income,4560.46,CB Net Income
2025.0,31.0,BG,Revenue,687.91,BG Revenue
2025.0,31.0,BG,Commisson,289.46,BG Commisson
2025.0,31.0,BG,Earning,260.87,BG Earning
2025.0,31.0,BG,COGS + S&H,116.62,BG COGS + S&H
2025.0,31.0,BG,Net Income,144.25,BG Net Income
2025.0,31.0,DS,Revenue,762.94,DS Revenue
2025.0,31.0,DS,Commisson,510.52,DS Commisson
2025.0,31.0,DS,Earning,152.21,DS Earning
2025.0,31.0,DS,COGS + S&H,160.35,DS COGS + S&H
2025.0,31.0,DS,Net Income,-8.14,DS Net Income
2025.0,31.0,Total,Net Income,4696.57,Total Net Income
